#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACACB	CD36	9606.ENSP00000341044	9606.ENSP00000415743	0	0	0	0	0.109	0	0	0.506	0.541
ACACB	ECI2	9606.ENSP00000341044	9606.ENSP00000369461	0.053	0	0	0	0.049	0	0.278	0.413	0.567
ACACB	DGAT1	9606.ENSP00000341044	9606.ENSP00000482264	0	0	0	0	0.049	0.069	0	0.569	0.585
ACACB	ME1	9606.ENSP00000341044	9606.ENSP00000358719	0	0	0	0	0.123	0.071	0.152	0.525	0.628
ACACB	PCCA	9606.ENSP00000341044	9606.ENSP00000365462	0.101	0	0	0.700	0.060	0	0.449	0.410	0.688
ACACB	PC	9606.ENSP00000341044	9606.ENSP00000498994	0	0	0	0.597	0.203	0	0.284	0.535	0.712
ACACB	ACSL1	9606.ENSP00000341044	9606.ENSP00000422607	0	0	0	0	0.110	0	0	0.717	0.737
ACACB	SCD	9606.ENSP00000341044	9606.ENSP00000359380	0	0	0	0	0.299	0	0	0.664	0.754
ACACB	SUCLA2	9606.ENSP00000341044	9606.ENSP00000494360	0	0	0	0	0.111	0	0.800	0.277	0.860
ACADL	OXCT1	9606.ENSP00000233710	9606.ENSP00000196371	0.057	0	0	0	0.141	0	0.265	0.389	0.588
ACADL	DLD	9606.ENSP00000233710	9606.ENSP00000205402	0.042	0	0	0	0.189	0	0.216	0.284	0.506
ACADL	DGAT2	9606.ENSP00000233710	9606.ENSP00000228027	0	0	0	0	0.057	0	0	0.439	0.449
ACADL	EHHADH	9606.ENSP00000233710	9606.ENSP00000231887	0.046	0	0	0	0.325	0.091	0.915	0.622	0.977
ACADL	PLIN1	9606.ENSP00000233710	9606.ENSP00000300055	0	0	0	0	0.079	0.053	0	0.368	0.401
ACADL	ADHFE1	9606.ENSP00000233710	9606.ENSP00000379865	0.051	0	0	0	0.137	0	0.217	0.182	0.406
ACADL	PC	9606.ENSP00000233710	9606.ENSP00000498994	0.042	0	0	0	0.050	0	0.116	0.357	0.414
ACADL	ACSS3	9606.ENSP00000233710	9606.ENSP00000449535	0.044	0	0	0	0.227	0	0.187	0.149	0.420
ACADL	GPAM	9606.ENSP00000233710	9606.ENSP00000265276	0	0	0	0	0.065	0	0	0.410	0.424
ACADL	ENPP2	9606.ENSP00000233710	9606.ENSP00000259486	0	0	0	0	0.048	0.045	0	0.435	0.441
ACADL	SOD2	9606.ENSP00000233710	9606.ENSP00000446252	0	0	0	0	0.110	0.051	0	0.419	0.466
ACADL	FABP4	9606.ENSP00000233710	9606.ENSP00000256104	0	0	0	0	0.071	0.058	0	0.442	0.469
ACADL	IRS2	9606.ENSP00000233710	9606.ENSP00000365016	0	0	0	0	0.051	0.051	0	0.467	0.479
ACADL	EPHX2	9606.ENSP00000233710	9606.ENSP00000430269	0	0	0	0	0.093	0.215	0.179	0.217	0.481
ACADL	LPL	9606.ENSP00000233710	9606.ENSP00000497642	0	0	0	0	0.070	0	0	0.471	0.487
ACADL	DGAT1	9606.ENSP00000233710	9606.ENSP00000482264	0	0	0	0	0.051	0	0	0.481	0.487
ACADL	SCD	9606.ENSP00000233710	9606.ENSP00000359380	0	0	0	0	0	0	0	0.492	0.492
ACADL	PECR	9606.ENSP00000233710	9606.ENSP00000265322	0.042	0	0	0	0.142	0.093	0.174	0.321	0.506
ACADL	ALDH2	9606.ENSP00000233710	9606.ENSP00000261733	0.042	0	0	0	0.133	0	0.182	0.379	0.522
ACADL	PPARG	9606.ENSP00000233710	9606.ENSP00000287820	0	0	0	0	0.049	0	0	0.531	0.535
ACADL	LIPE	9606.ENSP00000233710	9606.ENSP00000244289	0.045	0	0	0	0.106	0	0	0.506	0.542
ACADL	ECHDC1	9606.ENSP00000233710	9606.ENSP00000436585	0.046	0	0	0	0.299	0.091	0.185	0.302	0.591
ACADL	CD36	9606.ENSP00000233710	9606.ENSP00000415743	0	0	0	0	0.088	0	0	0.591	0.611
ACADL	PCK1	9606.ENSP00000233710	9606.ENSP00000319814	0	0	0	0	0.100	0	0	0.592	0.617
ACADL	ACACB	9606.ENSP00000233710	9606.ENSP00000341044	0.043	0	0	0	0.074	0	0.265	0.490	0.623
ACADL	PCCA	9606.ENSP00000233710	9606.ENSP00000365462	0.057	0	0	0	0.208	0.068	0.398	0.321	0.664
ACADL	PLIN2	9606.ENSP00000233710	9606.ENSP00000276914	0	0	0	0	0.084	0.053	0	0.714	0.730
ACADL	ACSL1	9606.ENSP00000233710	9606.ENSP00000422607	0.050	0	0	0	0.160	0.071	0.189	0.814	0.868
ACADL	ECI2	9606.ENSP00000233710	9606.ENSP00000369461	0.057	0	0	0	0.688	0.091	0.438	0.481	0.907
ACKR1	CCL2	9606.ENSP00000357103	9606.ENSP00000225831	0	0	0	0	0.049	0.292	0	0.993	0.994
ACKR1	ACKR4	9606.ENSP00000357103	9606.ENSP00000249887	0	0	0	0	0.061	0	0	0.741	0.747
ACKR1	VWF	9606.ENSP00000357103	9606.ENSP00000261405	0	0	0	0	0.254	0	0	0.358	0.501
ACKR1	IL33	9606.ENSP00000357103	9606.ENSP00000370842	0	0	0	0	0.186	0	0	0.426	0.512
ACKR1	CCL8	9606.ENSP00000357103	9606.ENSP00000378118	0	0	0	0	0.061	0	0	0.533	0.542
ACKR4	CCL2	9606.ENSP00000249887	9606.ENSP00000225831	0	0	0	0	0.073	0.287	0	0.739	0.812
ACKR4	LYVE1	9606.ENSP00000249887	9606.ENSP00000256178	0	0	0	0	0.084	0	0	0.502	0.524
ACKR4	ACKR1	9606.ENSP00000249887	9606.ENSP00000357103	0	0	0	0	0.061	0	0	0.741	0.747
ACKR4	CCL8	9606.ENSP00000249887	9606.ENSP00000378118	0	0	0	0	0.142	0.287	0.900	0.815	0.987
ACO1	PYGM	9606.ENSP00000309477	9606.ENSP00000164139	0.042	0	0	0	0.055	0	0	0.413	0.423
ACO1	DLD	9606.ENSP00000309477	9606.ENSP00000205402	0	0	0	0	0.091	0.071	0	0.592	0.625
ACO1	PYGL	9606.ENSP00000309477	9606.ENSP00000216392	0.042	0	0	0	0.073	0	0	0.389	0.411
ACO1	EHHADH	9606.ENSP00000309477	9606.ENSP00000231887	0	0	0	0	0.122	0.299	0	0.357	0.570
ACO1	ALDH2	9606.ENSP00000309477	9606.ENSP00000261733	0.042	0.002	0	0	0.085	0.084	0	0.484	0.531
ACO1	EPAS1	9606.ENSP00000309477	9606.ENSP00000263734	0	0	0	0	0.058	0	0	0.556	0.564
ACO1	NNT	9606.ENSP00000309477	9606.ENSP00000264663	0.053	0	0	0	0.060	0.045	0	0.406	0.428
ACO1	UQCRC2	9606.ENSP00000309477	9606.ENSP00000268379	0	0	0	0	0.142	0.128	0	0.409	0.520
ACO1	ALDH1A1	9606.ENSP00000309477	9606.ENSP00000297785	0.042	0.002	0	0	0.060	0.084	0	0.499	0.532
ACO1	ANGPTL4	9606.ENSP00000309477	9606.ENSP00000301455	0	0	0	0	0.048	0	0	0.454	0.458
ACO1	AIFM2	9606.ENSP00000309477	9606.ENSP00000478931	0	0	0	0	0.070	0.140	0	0.321	0.410
ACO1	ENO2	9606.ENSP00000309477	9606.ENSP00000437402	0	0	0	0	0.082	0.070	0	0.393	0.437
ACO1	PCK1	9606.ENSP00000309477	9606.ENSP00000319814	0	0	0	0	0.104	0	0	0.406	0.445
ACO1	ME1	9606.ENSP00000309477	9606.ENSP00000358719	0.042	0	0	0	0.075	0	0	0.438	0.459
ACO1	ECHDC1	9606.ENSP00000309477	9606.ENSP00000436585	0	0	0	0	0.127	0.299	0	0.197	0.465
ACO1	ACSL1	9606.ENSP00000309477	9606.ENSP00000422607	0	0	0	0	0.065	0.069	0	0.461	0.491
ACO1	PGM1	9606.ENSP00000309477	9606.ENSP00000360124	0	0	0	0	0.118	0	0	0.506	0.546
ACO1	TST	9606.ENSP00000309477	9606.ENSP00000385828	0	0	0	0	0.090	0	0	0.551	0.574
ACO1	ECI2	9606.ENSP00000309477	9606.ENSP00000369461	0	0	0	0	0.155	0.299	0	0.350	0.581
ACO1	GPX3	9606.ENSP00000309477	9606.ENSP00000373477	0	0	0	0	0.067	0	0	0.681	0.690
ACO1	CYBRD1	9606.ENSP00000309477	9606.ENSP00000319141	0	0	0	0	0.049	0	0	0.712	0.714
ACO1	PC	9606.ENSP00000309477	9606.ENSP00000498994	0.070	0	0	0	0.130	0	0	0.693	0.730
ACO1	SUCLA2	9606.ENSP00000309477	9606.ENSP00000494360	0.091	0	0	0	0.115	0.095	0.394	0.586	0.784
ACO1	SOD2	9606.ENSP00000309477	9606.ENSP00000446252	0	0	0	0	0.190	0.466	0	0.867	0.937
ACO1	IDH1	9606.ENSP00000309477	9606.ENSP00000390265	0.102	0	0	0	0.621	0.054	0.942	0.917	0.998
ACSL1	DGAT2	9606.ENSP00000422607	9606.ENSP00000228027	0	0	0	0	0.330	0.058	0	0.633	0.748
ACSL1	EHHADH	9606.ENSP00000422607	9606.ENSP00000231887	0.052	0	0	0	0.103	0.060	0.101	0.644	0.697
ACSL1	APOB	9606.ENSP00000422607	9606.ENSP00000233242	0	0	0	0	0.111	0.069	0	0.390	0.451
ACSL1	ACADL	9606.ENSP00000422607	9606.ENSP00000233710	0.050	0	0	0	0.160	0.071	0.189	0.814	0.868
ACSL1	LIPE	9606.ENSP00000422607	9606.ENSP00000244289	0	0	0	0	0.096	0	0	0.532	0.559
ACSL1	FABP4	9606.ENSP00000422607	9606.ENSP00000256104	0	0	0	0	0.056	0	0	0.567	0.574
ACSL1	ALDH2	9606.ENSP00000422607	9606.ENSP00000261733	0	0	0	0	0.205	0.046	0.176	0.282	0.492
ACSL1	GPAT3	9606.ENSP00000422607	9606.ENSP00000264409	0.046	0	0	0	0.082	0	0.187	0.429	0.539
ACSL1	MGLL	9606.ENSP00000422607	9606.ENSP00000265052	0.048	0	0	0	0.061	0	0.800	0.426	0.883
ACSL1	GPAM	9606.ENSP00000422607	9606.ENSP00000265276	0	0	0	0	0.111	0	0	0.552	0.584
ACSL1	PECR	9606.ENSP00000422607	9606.ENSP00000265322	0	0	0	0	0.112	0.065	0.098	0.399	0.490
ACSL1	PLIN2	9606.ENSP00000422607	9606.ENSP00000276914	0	0	0	0	0.069	0.071	0	0.743	0.758
ACSL1	PPARG	9606.ENSP00000422607	9606.ENSP00000287820	0	0	0	0	0.060	0.046	0	0.739	0.745
ACSL1	FABP5	9606.ENSP00000422607	9606.ENSP00000297258	0	0	0	0	0.055	0	0	0.487	0.495
ACSL1	NFIL3	9606.ENSP00000422607	9606.ENSP00000297689	0	0	0	0	0.261	0.070	0	0.211	0.411
ACSL1	PLIN1	9606.ENSP00000422607	9606.ENSP00000300055	0	0	0	0	0.078	0.071	0	0.527	0.559
ACSL1	ACO1	9606.ENSP00000422607	9606.ENSP00000309477	0	0	0	0	0.065	0.069	0	0.461	0.491
ACSL1	LEP	9606.ENSP00000422607	9606.ENSP00000312652	0	0	0	0	0.060	0	0	0.574	0.582
ACSL1	PCK1	9606.ENSP00000422607	9606.ENSP00000319814	0	0	0	0	0.088	0	0	0.446	0.473
ACSL1	CIDEA	9606.ENSP00000422607	9606.ENSP00000320209	0	0	0	0	0.049	0	0	0.506	0.510
ACSL1	ACACB	9606.ENSP00000422607	9606.ENSP00000341044	0	0	0	0	0.110	0	0	0.717	0.737
ACSL1	SCD	9606.ENSP00000422607	9606.ENSP00000359380	0	0.010	0	0	0.120	0.094	0	0.642	0.690
ACSL1	PLPP3	9606.ENSP00000422607	9606.ENSP00000360296	0	0	0	0	0.085	0	0	0.382	0.411
ACSL1	AGPAT2	9606.ENSP00000422607	9606.ENSP00000360761	0.046	0	0	0	0.106	0	0.187	0.430	0.553
ACSL1	ECI2	9606.ENSP00000422607	9606.ENSP00000369461	0.053	0	0	0	0.103	0.096	0.101	0.508	0.599
ACSL1	ADIPOQ	9606.ENSP00000422607	9606.ENSP00000389814	0	0	0	0	0.049	0	0	0.396	0.401
ACSL1	CD36	9606.ENSP00000422607	9606.ENSP00000415743	0	0	0	0	0.202	0	0	0.827	0.857
ACSL1	TXNIP	9606.ENSP00000422607	9606.ENSP00000462521	0	0	0	0	0.059	0	0	0.421	0.431
ACSL1	CEBPA	9606.ENSP00000422607	9606.ENSP00000427514	0	0	0	0	0.143	0.070	0	0.352	0.438
ACSL1	PLIN4	9606.ENSP00000422607	9606.ENSP00000488481	0	0	0	0	0.136	0.071	0	0.358	0.440
ACSL1	DGAT1	9606.ENSP00000422607	9606.ENSP00000482264	0	0	0	0	0.058	0	0	0.851	0.854
ACSL1	LPL	9606.ENSP00000422607	9606.ENSP00000497642	0	0	0	0	0.083	0	0.800	0.642	0.928
ACSS3	EHHADH	9606.ENSP00000449535	9606.ENSP00000231887	0.045	0	0	0	0.211	0	0.830	0.267	0.894
ACSS3	ACADL	9606.ENSP00000449535	9606.ENSP00000233710	0.044	0	0	0	0.227	0	0.187	0.149	0.420
ACSS3	ALDH2	9606.ENSP00000449535	9606.ENSP00000261733	0.041	0	0	0	0.209	0.060	0.830	0.210	0.886
ACSS3	HIBADH	9606.ENSP00000449535	9606.ENSP00000265395	0	0	0	0	0.088	0	0.800	0.089	0.819
ACSS3	ALDH1A1	9606.ENSP00000449535	9606.ENSP00000297785	0.041	0	0	0	0.212	0.060	0.185	0.141	0.412
ACSS3	ACACB	9606.ENSP00000449535	9606.ENSP00000341044	0.055	0	0	0	0.123	0.069	0	0.355	0.435
ACSS3	ME1	9606.ENSP00000449535	9606.ENSP00000358719	0.053	0	0	0	0.098	0.094	0.256	0.136	0.412
ACSS3	PCCA	9606.ENSP00000449535	9606.ENSP00000365462	0.057	0	0	0	0.088	0	0.900	0.410	0.942
ACSS3	ADHFE1	9606.ENSP00000449535	9606.ENSP00000379865	0	0	0	0	0.093	0	0.283	0.304	0.508
ACSS3	ECHDC1	9606.ENSP00000449535	9606.ENSP00000436585	0.045	0	0	0	0.192	0	0.915	0.281	0.946
ACSS3	ITGA7	9606.ENSP00000449535	9606.ENSP00000452120	0	0	0	0	0.072	0	0	0.389	0.409
ACSS3	PC	9606.ENSP00000449535	9606.ENSP00000498994	0.080	0	0	0	0.114	0	0	0.378	0.449
ACVR1C	TGFBR3	9606.ENSP00000243349	9606.ENSP00000212355	0	0	0	0	0.055	0.098	0	0.379	0.425
ACVR1C	BMP2	9606.ENSP00000243349	9606.ENSP00000368104	0	0	0	0	0.055	0.457	0	0.366	0.647
ACVR1C	BMP4	9606.ENSP00000243349	9606.ENSP00000245451	0	0	0	0	0.053	0.457	0	0.517	0.730
ADAMTS1	MMP13	9606.ENSP00000284984	9606.ENSP00000260302	0	0	0	0	0.055	0.053	0	0.516	0.529
ADAMTS1	TIMP3	9606.ENSP00000284984	9606.ENSP00000266085	0	0	0	0	0.117	0	0	0.594	0.626
ADAMTS1	SYNPO2	9606.ENSP00000284984	9606.ENSP00000306015	0	0	0	0	0.062	0	0	0.388	0.401
ADAMTS1	FBN1	9606.ENSP00000284984	9606.ENSP00000325527	0	0	0	0	0.125	0.046	0	0.350	0.410
ADAMTS1	CD36	9606.ENSP00000284984	9606.ENSP00000415743	0	0	0	0	0.044	0	0	0.430	0.432
ADAMTS1	FN1	9606.ENSP00000284984	9606.ENSP00000346839	0	0	0	0	0.127	0.045	0	0.447	0.498
ADAMTS1	JAM2	9606.ENSP00000284984	9606.ENSP00000383376	0	0	0	0	0.055	0	0	0.511	0.518
ADAMTS1	FBLN2	9606.ENSP00000284984	9606.ENSP00000384169	0	0	0	0	0.086	0.046	0	0.513	0.538
ADAMTS1	CCN1	9606.ENSP00000284984	9606.ENSP00000398736	0	0	0	0	0.447	0.363	0	0.352	0.752
ADD3	MCAM	9606.ENSP00000348381	9606.ENSP00000264036	0	0	0	0	0	0	0.400	0	0.400
ADD3	ANK3	9606.ENSP00000348381	9606.ENSP00000280772	0	0	0	0	0.090	0	0	0.978	0.979
ADD3	CFL2	9606.ENSP00000348381	9606.ENSP00000298159	0	0	0	0	0	0	0	0.407	0.407
ADD3	ADI1	9606.ENSP00000348381	9606.ENSP00000333666	0.111	0	0	0	0.390	0	0	0.297	0.586
ADD3	CAV1	9606.ENSP00000348381	9606.ENSP00000339191	0	0	0	0	0	0.127	0.400	0.476	0.701
ADD3	MARCKSL1	9606.ENSP00000348381	9606.ENSP00000362638	0	0	0	0	0.042	0	0	0.463	0.463
ADD3	ADHFE1	9606.ENSP00000348381	9606.ENSP00000379865	0.095	0	0	0	0.106	0	0.281	0.185	0.463
ADD3	SPTBN1	9606.ENSP00000348381	9606.ENSP00000349259	0	0	0	0	0.074	0	0	0.518	0.535
ADD3	ANKRD29	9606.ENSP00000348381	9606.ENSP00000468354	0	0	0	0	0	0.778	0	0.052	0.780
ADD3	ANK2	9606.ENSP00000348381	9606.ENSP00000349588	0	0	0	0	0.073	0	0	0.986	0.986
ADGRF5	CLIC5	9606.ENSP00000283296	9606.ENSP00000185206	0	0	0	0	0.335	0	0	0.176	0.428
ADGRF5	VWF	9606.ENSP00000283296	9606.ENSP00000261405	0	0	0	0	0.475	0	0	0.174	0.548
ADGRF5	SPARCL1	9606.ENSP00000283296	9606.ENSP00000414856	0	0	0	0	0.371	0	0	0.095	0.406
ADGRF5	CYYR1	9606.ENSP00000283296	9606.ENSP00000299340	0	0	0	0	0.369	0	0	0.154	0.444
ADH1B	FMO2	9606.ENSP00000306606	9606.ENSP00000209929	0	0	0	0	0.340	0	0	0.335	0.542
ADH1B	FABP4	9606.ENSP00000306606	9606.ENSP00000256104	0	0	0	0	0.268	0	0	0.237	0.418
ADH1B	GSTM5	9606.ENSP00000306606	9606.ENSP00000256593	0	0	0	0	0.126	0.070	0.650	0.227	0.750
ADH1B	KLB	9606.ENSP00000306606	9606.ENSP00000257408	0	0	0	0	0.109	0	0	0.437	0.477
ADH1B	ALDH2	9606.ENSP00000306606	9606.ENSP00000261733	0.048	0.001	0	0	0.147	0	0.706	0.984	0.995
ADH1B	PECR	9606.ENSP00000306606	9606.ENSP00000265322	0	0	0	0	0.074	0.061	0.177	0.363	0.483
ADH1B	ALDH1L1	9606.ENSP00000306606	9606.ENSP00000273450	0.048	0	0	0	0.157	0	0.197	0.227	0.435
ADH1B	HPGDS	9606.ENSP00000306606	9606.ENSP00000295256	0	0	0	0	0.097	0.079	0.650	0.189	0.732
ADH1B	RETSAT	9606.ENSP00000306606	9606.ENSP00000295802	0.043	0	0	0	0.083	0	0.900	0.099	0.910
ADH1B	ALDH1A1	9606.ENSP00000306606	9606.ENSP00000297785	0.048	0.002	0	0	0.145	0	0.706	0.814	0.949
ADH1B	AUTS2	9606.ENSP00000306606	9606.ENSP00000344087	0	0	0	0	0.043	0	0	0.400	0.401
ADH1B	TST	9606.ENSP00000306606	9606.ENSP00000385828	0	0	0	0	0.057	0	0	0.403	0.413
ADH1B	EPHX1	9606.ENSP00000306606	9606.ENSP00000480004	0	0	0	0	0.124	0.071	0	0.345	0.421
ADH1B	PCK1	9606.ENSP00000306606	9606.ENSP00000319814	0	0	0	0	0.272	0	0	0.259	0.438
ADH1B	C7	9606.ENSP00000306606	9606.ENSP00000322061	0	0	0	0	0.441	0	0	0	0.441
ADH1B	EPHX2	9606.ENSP00000306606	9606.ENSP00000430269	0	0	0	0	0.101	0.071	0	0.449	0.499
ADH1B	S100A14	9606.ENSP00000306606	9606.ENSP00000357691	0	0	0	0	0	0	0	0.544	0.544
ADH1B	MGST1	9606.ENSP00000306606	9606.ENSP00000379512	0	0	0	0	0.111	0	0.650	0.116	0.701
ADH1B	ADHFE1	9606.ENSP00000306606	9606.ENSP00000379865	0	0	0	0	0.065	0.460	0.325	0.288	0.725
ADH1B	DGAT1	9606.ENSP00000306606	9606.ENSP00000482264	0	0	0	0	0.067	0	0.900	0.072	0.905
ADH1B	MAOA	9606.ENSP00000306606	9606.ENSP00000340684	0	0	0	0	0.159	0	0.908	0.359	0.946
ADH1B	ADH1C	9606.ENSP00000306606	9606.ENSP00000426083	0	0	0.047	0.986	0.478	0.621	0.900	0.378	0.986
ADH1C	GSTM5	9606.ENSP00000426083	9606.ENSP00000256593	0	0	0	0	0.092	0.070	0.650	0.219	0.738
ADH1C	ALDH2	9606.ENSP00000426083	9606.ENSP00000261733	0.048	0.001	0	0	0.186	0	0.706	0.958	0.989
ADH1C	PECR	9606.ENSP00000426083	9606.ENSP00000265322	0	0	0	0	0.067	0.061	0.177	0.405	0.514
ADH1C	ALDH1L1	9606.ENSP00000426083	9606.ENSP00000273450	0.048	0	0	0	0.207	0	0.197	0.203	0.452
ADH1C	HPGDS	9606.ENSP00000426083	9606.ENSP00000295256	0	0	0	0	0.133	0.079	0.650	0.150	0.730
ADH1C	RETSAT	9606.ENSP00000426083	9606.ENSP00000295802	0.043	0	0	0	0.094	0	0.900	0.131	0.914
ADH1C	ALDH1A1	9606.ENSP00000426083	9606.ENSP00000297785	0.048	0.001	0	0	0.205	0	0.706	0.687	0.921
ADH1C	ADH1B	9606.ENSP00000426083	9606.ENSP00000306606	0	0	0.047	0.986	0.478	0.621	0.900	0.378	0.986
ADH1C	PCK1	9606.ENSP00000426083	9606.ENSP00000319814	0	0	0	0	0.262	0	0	0.225	0.404
ADH1C	MAOA	9606.ENSP00000426083	9606.ENSP00000340684	0	0	0	0	0.151	0	0.908	0.249	0.936
ADH1C	MGST1	9606.ENSP00000426083	9606.ENSP00000379512	0	0	0	0	0.110	0	0.650	0.172	0.719
ADH1C	ADHFE1	9606.ENSP00000426083	9606.ENSP00000379865	0	0	0	0	0.079	0.460	0.325	0.365	0.758
ADH1C	TST	9606.ENSP00000426083	9606.ENSP00000385828	0	0	0	0	0.073	0	0	0.401	0.421
ADH1C	EPHX1	9606.ENSP00000426083	9606.ENSP00000480004	0	0	0	0	0.131	0.071	0	0.548	0.603
ADH1C	DGAT1	9606.ENSP00000426083	9606.ENSP00000482264	0	0	0	0	0.067	0	0.900	0.069	0.905
ADHFE1	OXCT1	9606.ENSP00000379865	9606.ENSP00000196371	0.102	0	0	0	0.129	0	0.151	0.253	0.438
ADHFE1	ACADL	9606.ENSP00000379865	9606.ENSP00000233710	0.051	0	0	0	0.137	0	0.217	0.182	0.406
ADHFE1	ALDH2	9606.ENSP00000379865	9606.ENSP00000261733	0.057	0	0	0	0.203	0.059	0.248	0.162	0.474
ADHFE1	MGLL	9606.ENSP00000379865	9606.ENSP00000265052	0.051	0	0	0	0	0	0.792	0.066	0.799
ADHFE1	ALDH1L1	9606.ENSP00000379865	9606.ENSP00000273450	0.057	0	0	0	0.202	0.059	0.248	0.233	0.517
ADHFE1	ALDH1A1	9606.ENSP00000379865	9606.ENSP00000297785	0.057	0	0	0	0.202	0.059	0.248	0.161	0.473
ADHFE1	ADH1B	9606.ENSP00000379865	9606.ENSP00000306606	0	0	0	0	0.065	0.460	0.325	0.288	0.725
ADHFE1	AOC3	9606.ENSP00000379865	9606.ENSP00000312326	0	0	0	0	0.057	0	0.449	0.065	0.471
ADHFE1	ADD3	9606.ENSP00000379865	9606.ENSP00000348381	0.095	0	0	0	0.106	0	0.281	0.185	0.463
ADHFE1	PC	9606.ENSP00000379865	9606.ENSP00000498994	0	0	0	0	0.130	0.066	0	0.339	0.415
ADHFE1	ECHDC1	9606.ENSP00000379865	9606.ENSP00000436585	0.053	0	0	0	0.142	0.071	0.169	0.224	0.424
ADHFE1	ACSS3	9606.ENSP00000379865	9606.ENSP00000449535	0	0	0	0	0.093	0	0.283	0.304	0.508
ADHFE1	ADH1C	9606.ENSP00000379865	9606.ENSP00000426083	0	0	0	0	0.079	0.460	0.325	0.365	0.758
ADI1	BHMT2	9606.ENSP00000333666	9606.ENSP00000255192	0.106	0	0	0	0.304	0	0	0.430	0.614
ADI1	PGM1	9606.ENSP00000333666	9606.ENSP00000360124	0	0.531	0	0	0.047	0	0	0	0.534
