"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"RichFactor"	"FoldEnrichment"	"zScore"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M1"	"Elastic fibre formation"	"Elastic fibre formation"	"9/379"	"41/7644"	0.219512195121951	4.42731192483429	5.02558694170221	0.000140218397124423	0.00956034525848336	0.00829234157156872	"EFEMP1/FBLN2/FBN1/FBLN1/MFAP5/FBLN5/BMP4/MFAP4/BMP2"	9
"M1"	"Non-integrin membrane-ECM interactions"	"Non-integrin membrane-ECM interactions"	"9/379"	"42/7644"	0.214285714285714	4.32189973614776	4.93038641589687	0.000170775660603048	0.0106734787876905	0.00925783844321784	"TNC/SDC1/LAMA4/LAMC1/DMD/SDC2/LAMA2/DDR2/FGF2"	9
"M1"	"Fatty acid, triacylglycerol, and ketone body metabolism"	"Fatty acid, triacylglycerol, and ketone body metabolism"	"21/379"	"181/7644"	0.116022099447514	2.34003411128442	4.16708295166362	0.000229199456782378	0.0132230455835987	0.011469252169353	"PLIN2/ACSL1/AGPAT6/GPD1L/FASN/G0S2/MED1/DGAT1/CD36/PCCA/OXCT1/AGPAT2/ANGPTL4/GPAM/AGPAT9/DGAT2/ACACB/ME1/PPARG/GPAT2/ACADL"	21
"M1"	"Collagen formation"	"Collagen formation"	"13/379"	"86/7644"	0.151162790697674	3.04878198441431	4.36390466068261	0.000286291491968726	0.0153370442126103	0.0133028678223062	"COL4A2/COL11A1/COL15A1/COL4A5/COL10A1/PCOLCE2/COL14A1/PLOD2/COL9A3/CRTAP/MMP13/COL6A6/COL2A1"	13
"M1"	"ECM proteoglycans"	"ECM proteoglycans"	"10/379"	"55/7644"	0.181818181818182	3.66706644279204	4.53374019025513	0.000314529042914081	0.0157264521457041	0.0136406279663791	"DCN/BGN/TNC/FMOD/LAMA4/LAMC1/LAMA2/COL9A3/TNN/ITGA7"	10
"M1"	"Synthesis of Prostaglandins (PG) and Thromboxanes (TX)"	"Synthesis of Prostaglandins (PG) and Thromboxanes (TX)"	"5/379"	"14/7644"	0.357142857142857	7.20316622691293	5.30577578681876	0.000402769505048084	0.0181015922633624	0.0157007495000112	"AKR1C3/PTGIS/PTGDS/HPGDS/HPGD"	5
"M1"	"RA biosynthesis pathway"	"RA biosynthesis pathway"	"6/379"	"21/7644"	0.285714285714286	5.76253298153034	4.99135442461731	0.000410302757969549	0.0181015922633624	0.0157007495000112	"AKR1C3/DHRS3/ALDH1A1/DHRS9/CYP26B1/ADH1C"	6
"M1"	"Arachidonic acid metabolism"	"Arachidonic acid metabolism"	"9/379"	"50/7644"	0.18	3.63039577836412	4.261912509454	0.000675309955305482	0.0281379148043951	0.0244059387356016	"AKR1C3/PTGIS/PTGDS/PLA2G4A/HPGDS/EPHX2/CYP4F8/HPGD/ALOX15B"	9
"M1"	"Signaling by Retinoic Acid"	"Signaling by Retinoic Acid"	"8/379"	"41/7644"	0.195121951219512	3.93538837763048	4.30426229738556	0.000766436386957278	0.0302540679062083	0.026241423110227	"FABP5/DLD/AKR1C3/DHRS3/ALDH1A1/DHRS9/CYP26B1/ADH1C"	8
"M1"	"Glycogen storage diseases"	"Glycogen storage diseases"	"25/379"	"258/7644"	0.0968992248062016	1.95434742590661	3.56160238301216	0.000966510358723058	0.0320861470174416	0.0278305106761809	"DCN/PFKFB3/UGP2/BGN/PRKACB/PGM1/FMOD/PAPSS2/CHST15/PYGL/SDC1/SDC2/PRELP/ENO2/ALDOC/PC/DSEL/GPC3/PCK1/OGN/OMD/LYVE1/GYG2/PFKFB1/PYGM"	25
"M1"	"Metabolism of carbohydrates"	"Metabolism of carbohydrates"	"25/379"	"258/7644"	0.0968992248062016	1.95434742590661	3.56160238301216	0.000966510358723058	0.0320861470174416	0.0278305106761809	"DCN/PFKFB3/UGP2/BGN/PRKACB/PGM1/FMOD/PAPSS2/CHST15/PYGL/SDC1/SDC2/PRELP/ENO2/ALDOC/PC/DSEL/GPC3/PCK1/OGN/OMD/LYVE1/GYG2/PFKFB1/PYGM"	25
"M1"	"Myoclonic epilepsy of Lafora"	"Myoclonic epilepsy of Lafora"	"25/379"	"258/7644"	0.0968992248062016	1.95434742590661	3.56160238301216	0.000966510358723058	0.0320861470174416	0.0278305106761809	"DCN/PFKFB3/UGP2/BGN/PRKACB/PGM1/FMOD/PAPSS2/CHST15/PYGL/SDC1/SDC2/PRELP/ENO2/ALDOC/PC/DSEL/GPC3/PCK1/OGN/OMD/LYVE1/GYG2/PFKFB1/PYGM"	25
"M1"	"Ethanol oxidation"	"Ethanol oxidation"	"4/379"	"10/7644"	0.4	8.06754617414248	5.10771083258346	0.000983975175201541	0.0320861470174416	0.0278305106761809	"ALDH2/ADH1B/ALDH1A1/ADH1C"	4
"M1"	"Biotin transport and metabolism"	"Biotin transport and metabolism"	"4/379"	"11/7644"	0.363636363636364	7.33413288558407	4.80141900507673	0.00148612561426161	0.0464414254456753	0.0402818258602489	"PCCA/ACACB/PC/BTD"	4
"M1"	"Platelet degranulation"	"Platelet degranulation"	"11/379"	"79/7644"	0.139240506329114	2.80832303530276	3.68993588019853	0.00166303890862472	0.0498911672587417	0.0432740229696875	"CFD/SERPING1/GAS6/VWF/CD36/FN1/PROS1/IGF1/F13A1/VEGFB/TF"	11
"M1"	"Keratan sulfate degradation"	"Keratan sulfate degradation"	"4/379"	"12/7644"	0.333333333333333	6.72295514511873	4.53132810408032	0.00214266116309034	0.0616996575336712	0.0535163345344685	"FMOD/PRELP/OGN/OMD"	4
"M1"	"Biological oxidations"	"Biological oxidations"	"18/379"	"174/7644"	0.103448275862069	2.08643435538168	3.31094174215529	0.00238566824092817	0.0616996575336712	0.0535163345344685	"ALDH2/UGP2/PAPSS2/MGST1/PTGIS/ADH1B/FMO2/GSTT1/MAOA/ALDH1A1/FMO1/GSTM5/HPGDS/CYP26B1/ADH1C/CYP4F8/GLYAT/SULT1C2"	18
"M1"	"Formation of Fibrin Clot (Clotting Cascade)"	"Formation of Fibrin Clot (Clotting Cascade)"	"7/379"	"39/7644"	0.179487179487179	3.62005277044855	3.74650622301326	0.00270480524266178	0.0616996575336712	0.0535163345344685	"SERPING1/VWF/F3/F12/PROS1/F13A1/THBD"	7
"M1"	"Response to elevated platelet cytosolic Ca2+"	"Response to elevated platelet cytosolic Ca2+"	"11/379"	"84/7644"	0.130952380952381	2.64116094986807	3.45432857712761	0.00273957087180292	0.0616996575336712	0.0535163345344685	"CFD/SERPING1/GAS6/VWF/CD36/FN1/PROS1/IGF1/F13A1/VEGFB/TF"	11
"M1"	"Phospholipid metabolism"	"Phospholipid metabolism"	"15/379"	"138/7644"	0.108695652173913	2.19226798210393	3.22806945136315	0.00335153406380908	0.0616996575336712	0.0535163345344685	"AGPAT6/GPD1L/PEMT/PLA2G16/DGAT1/MGLL/AGPAT2/GPAM/AGPAT9/DGAT2/PLA2G2A/PLA2G4A/CHPT1/GPAT2/BCHE"	15
"M1"	"Retinoid metabolism and transport"	"Retinoid metabolism and transport"	"7/379"	"41/7644"	0.170731707317073	3.44346483042667	3.58293765306892	0.00363095789389669	0.0616996575336712	0.0535163345344685	"AKR1C3/SDC1/LPL/SDC2/RBP4/GPC3/APOB"	7
"M1"	"Gluconeogenesis"	"Gluconeogenesis"	"6/379"	"31/7644"	0.193548387096774	3.90365137458507	3.69982454565246	0.00365735156774499	0.0616996575336712	0.0535163345344685	"PRKACB/ENO2/ALDOC/PC/PCK1/PFKFB1"	6
"M1"	"Glycogen breakdown (glycogenolysis)"	"Glycogen breakdown (glycogenolysis)"	"4/379"	"14/7644"	0.285714285714286	5.76253298153034	4.07355393245762	0.00400393401585829	0.0616996575336712	0.0535163345344685	"PGM1/PYGL/GYG2/PYGM"	4
"M1"	"Laminin interactions"	"Laminin interactions"	"5/379"	"23/7644"	0.217391304347826	4.38453596420787	3.71270801803484	0.00468044215554255	0.0616996575336712	0.0535163345344685	"LAMA4/LAMC1/NID2/LAMA2/ITGA7"	5
"M1"	"Assembly of collagen fibrils and other multimeric structures"	"Assembly of collagen fibrils and other multimeric structures"	"8/379"	"54/7644"	0.148148148148148	2.98798006449721	3.34827979697228	0.00475989866673282	0.0616996575336712	0.0535163345344685	"COL4A2/COL11A1/COL15A1/COL4A5/COL10A1/MMP13/COL6A6/COL2A1"	8
"M1"	"Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR)"	"Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR)"	"10/379"	"78/7644"	0.128205128205128	2.58575197889182	3.21501586500953	0.00491443178553598	0.0616996575336712	0.0535163345344685	"ALDH2/PTGIS/ADH1B/FMO2/MAOA/ALDH1A1/FMO1/CYP26B1/ADH1C/CYP4F8"	10
"M1"	"Defective CYP11B1 causes Adrenal hyperplasia 4 (AH4)"	"Defective CYP11B1 causes Adrenal hyperplasia 4 (AH4)"	"10/379"	"78/7644"	0.128205128205128	2.58575197889182	3.21501586500953	0.00491443178553598	0.0616996575336712	0.0535163345344685	"ALDH2/PTGIS/ADH1B/FMO2/MAOA/ALDH1A1/FMO1/CYP26B1/ADH1C/CYP4F8"	10
"M1"	"Defective CYP11B2 causes Corticosterone methyloxidase 1 deficiency (CMO-1 deficiency)"	"Defective CYP11B2 causes Corticosterone methyloxidase 1 deficiency (CMO-1 deficiency)"	"10/379"	"78/7644"	0.128205128205128	2.58575197889182	3.21501586500953	0.00491443178553598	0.0616996575336712	0.0535163345344685	"ALDH2/PTGIS/ADH1B/FMO2/MAOA/ALDH1A1/FMO1/CYP26B1/ADH1C/CYP4F8"	10
"M1"	"Defective CYP17A1 causes Adrenal hyperplasia 5 (AH5)"	"Defective CYP17A1 causes Adrenal hyperplasia 5 (AH5)"	"10/379"	"78/7644"	0.128205128205128	2.58575197889182	3.21501586500953	0.00491443178553598	0.0616996575336712	0.0535163345344685	"ALDH2/PTGIS/ADH1B/FMO2/MAOA/ALDH1A1/FMO1/CYP26B1/ADH1C/CYP4F8"	10
"M1"	"Defective CYP19A1 causes Aromatase excess syndrome (AEXS)"	"Defective CYP19A1 causes Aromatase excess syndrome (AEXS)"	"10/379"	"78/7644"	0.128205128205128	2.58575197889182	3.21501586500953	0.00491443178553598	0.0616996575336712	0.0535163345344685	"ALDH2/PTGIS/ADH1B/FMO2/MAOA/ALDH1A1/FMO1/CYP26B1/ADH1C/CYP4F8"	10
"M1"	"Defective CYP1B1 causes Glaucoma"	"Defective CYP1B1 causes Glaucoma"	"10/379"	"78/7644"	0.128205128205128	2.58575197889182	3.21501586500953	0.00491443178553598	0.0616996575336712	0.0535163345344685	"ALDH2/PTGIS/ADH1B/FMO2/MAOA/ALDH1A1/FMO1/CYP26B1/ADH1C/CYP4F8"	10
"M1"	"Defective CYP21A2 causes Adrenal hyperplasia 3 (AH3)"	"Defective CYP21A2 causes Adrenal hyperplasia 3 (AH3)"	"10/379"	"78/7644"	0.128205128205128	2.58575197889182	3.21501586500953	0.00491443178553598	0.0616996575336712	0.0535163345344685	"ALDH2/PTGIS/ADH1B/FMO2/MAOA/ALDH1A1/FMO1/CYP26B1/ADH1C/CYP4F8"	10
"M1"	"Defective CYP24A1 causes Hypercalcemia, infantile (HCAI)"	"Defective CYP24A1 causes Hypercalcemia, infantile (HCAI)"	"10/379"	"78/7644"	0.128205128205128	2.58575197889182	3.21501586500953	0.00491443178553598	0.0616996575336712	0.0535163345344685	"ALDH2/PTGIS/ADH1B/FMO2/MAOA/ALDH1A1/FMO1/CYP26B1/ADH1C/CYP4F8"	10
"M1"	"Defective CYP26B1 causes Radiohumeral fusions with other skeletal and craniofacial anomalies (RHFCA)"	"Defective CYP26B1 causes Radiohumeral fusions with other skeletal and craniofacial anomalies (RHFCA)"	"10/379"	"78/7644"	0.128205128205128	2.58575197889182	3.21501586500953	0.00491443178553598	0.0616996575336712	0.0535163345344685	"ALDH2/PTGIS/ADH1B/FMO2/MAOA/ALDH1A1/FMO1/CYP26B1/ADH1C/CYP4F8"	10
"M1"	"Defective CYP26C1 causes Focal facial dermal dysplasia 4 (FFDD4)"	"Defective CYP26C1 causes Focal facial dermal dysplasia 4 (FFDD4)"	"10/379"	"78/7644"	0.128205128205128	2.58575197889182	3.21501586500953	0.00491443178553598	0.0616996575336712	0.0535163345344685	"ALDH2/PTGIS/ADH1B/FMO2/MAOA/ALDH1A1/FMO1/CYP26B1/ADH1C/CYP4F8"	10
"M1"	"Defective CYP27A1 causes Cerebrotendinous xanthomatosis (CTX)"	"Defective CYP27A1 causes Cerebrotendinous xanthomatosis (CTX)"	"10/379"	"78/7644"	0.128205128205128	2.58575197889182	3.21501586500953	0.00491443178553598	0.0616996575336712	0.0535163345344685	"ALDH2/PTGIS/ADH1B/FMO2/MAOA/ALDH1A1/FMO1/CYP26B1/ADH1C/CYP4F8"	10
"M1"	"Defective CYP27B1 causes Rickets vitamin D-dependent 1A (VDDR1A)"	"Defective CYP27B1 causes Rickets vitamin D-dependent 1A (VDDR1A)"	"10/379"	"78/7644"	0.128205128205128	2.58575197889182	3.21501586500953	0.00491443178553598	0.0616996575336712	0.0535163345344685	"ALDH2/PTGIS/ADH1B/FMO2/MAOA/ALDH1A1/FMO1/CYP26B1/ADH1C/CYP4F8"	10
"M1"	"Defective CYP2R1 causes Rickets vitamin D-dependent 1B (VDDR1B)"	"Defective CYP2R1 causes Rickets vitamin D-dependent 1B (VDDR1B)"	"10/379"	"78/7644"	0.128205128205128	2.58575197889182	3.21501586500953	0.00491443178553598	0.0616996575336712	0.0535163345344685	"ALDH2/PTGIS/ADH1B/FMO2/MAOA/ALDH1A1/FMO1/CYP26B1/ADH1C/CYP4F8"	10
"M1"	"Defective CYP2U1 causes Spastic paraplegia 56, autosomal recessive (SPG56)"	"Defective CYP2U1 causes Spastic paraplegia 56, autosomal recessive (SPG56)"	"10/379"	"78/7644"	0.128205128205128	2.58575197889182	3.21501586500953	0.00491443178553598	0.0616996575336712	0.0535163345344685	"ALDH2/PTGIS/ADH1B/FMO2/MAOA/ALDH1A1/FMO1/CYP26B1/ADH1C/CYP4F8"	10
"M1"	"Defective CYP4F22 causes Ichthyosis, congenital, autosomal recessive 5 (ARCI5)"	"Defective CYP4F22 causes Ichthyosis, congenital, autosomal recessive 5 (ARCI5)"	"10/379"	"78/7644"	0.128205128205128	2.58575197889182	3.21501586500953	0.00491443178553598	0.0616996575336712	0.0535163345344685	"ALDH2/PTGIS/ADH1B/FMO2/MAOA/ALDH1A1/FMO1/CYP26B1/ADH1C/CYP4F8"	10
"M1"	"Defective CYP7B1 causes Spastic paraplegia 5A, autosomal recessive (SPG5A) and Congenital bile acid synthesis defect 3 (CBAS3)"	"Defective CYP7B1 causes Spastic paraplegia 5A, autosomal recessive (SPG5A) and Congenital bile acid synthesis defect 3 (CBAS3)"	"10/379"	"78/7644"	0.128205128205128	2.58575197889182	3.21501586500953	0.00491443178553598	0.0616996575336712	0.0535163345344685	"ALDH2/PTGIS/ADH1B/FMO2/MAOA/ALDH1A1/FMO1/CYP26B1/ADH1C/CYP4F8"	10
"M1"	"Defective FMO3 causes Trimethylaminuria (TMAU)"	"Defective FMO3 causes Trimethylaminuria (TMAU)"	"10/379"	"78/7644"	0.128205128205128	2.58575197889182	3.21501586500953	0.00491443178553598	0.0616996575336712	0.0535163345344685	"ALDH2/PTGIS/ADH1B/FMO2/MAOA/ALDH1A1/FMO1/CYP26B1/ADH1C/CYP4F8"	10
"M1"	"Defective MAOA causes Brunner syndrome (BRUNS)"	"Defective MAOA causes Brunner syndrome (BRUNS)"	"10/379"	"78/7644"	0.128205128205128	2.58575197889182	3.21501586500953	0.00491443178553598	0.0616996575336712	0.0535163345344685	"ALDH2/PTGIS/ADH1B/FMO2/MAOA/ALDH1A1/FMO1/CYP26B1/ADH1C/CYP4F8"	10
"M1"	"Defective TBXAS1 causes Ghosal hematodiaphyseal dysplasia (GHDD)"	"Defective TBXAS1 causes Ghosal hematodiaphyseal dysplasia (GHDD)"	"10/379"	"78/7644"	0.128205128205128	2.58575197889182	3.21501586500953	0.00491443178553598	0.0616996575336712	0.0535163345344685	"ALDH2/PTGIS/ADH1B/FMO2/MAOA/ALDH1A1/FMO1/CYP26B1/ADH1C/CYP4F8"	10
"M1"	"Phase 1 - Functionalization of compounds"	"Phase 1 - Functionalization of compounds"	"10/379"	"78/7644"	0.128205128205128	2.58575197889182	3.21501586500953	0.00491443178553598	0.0616996575336712	0.0535163345344685	"ALDH2/PTGIS/ADH1B/FMO2/MAOA/ALDH1A1/FMO1/CYP26B1/ADH1C/CYP4F8"	10
"M1"	"Diseases associated with visual transduction"	"Diseases associated with visual transduction"	"11/379"	"92/7644"	0.119565217391304	2.41149478031433	3.11082746745096	0.00556967635763554	0.0616996575336712	0.0535163345344685	"AKR1C3/SDC1/DHRS3/LPL/SDC2/NMT2/RBP4/HSD17B1/GPC3/DHRS9/APOB"	11
"M1"	"Visual phototransduction"	"Visual phototransduction"	"11/379"	"92/7644"	0.119565217391304	2.41149478031433	3.11082746745096	0.00556967635763554	0.0616996575336712	0.0535163345344685	"AKR1C3/SDC1/DHRS3/LPL/SDC2/NMT2/RBP4/HSD17B1/GPC3/DHRS9/APOB"	11
"M1"	"Defective B3GAT3 causes JDSSDHD"	"Defective B3GAT3 causes JDSSDHD"	"13/379"	"121/7644"	0.107438016528926	2.16690289801348	2.95505520187285	0.00674582922368139	0.0616996575336712	0.0535163345344685	"DCN/BGN/FMOD/PAPSS2/CHST15/SDC1/SDC2/PRELP/DSEL/GPC3/OGN/OMD/LYVE1"	13
"M1"	"Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)"	"Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)"	"13/379"	"121/7644"	0.107438016528926	2.16690289801348	2.95505520187285	0.00674582922368139	0.0616996575336712	0.0535163345344685	"DCN/BGN/FMOD/PAPSS2/CHST15/SDC1/SDC2/PRELP/DSEL/GPC3/OGN/OMD/LYVE1"	13
"M1"	"Defective B4GALT7 causes EDS, progeroid type"	"Defective B4GALT7 causes EDS, progeroid type"	"13/379"	"121/7644"	0.107438016528926	2.16690289801348	2.95505520187285	0.00674582922368139	0.0616996575336712	0.0535163345344685	"DCN/BGN/FMOD/PAPSS2/CHST15/SDC1/SDC2/PRELP/DSEL/GPC3/OGN/OMD/LYVE1"	13
"M1"	"Defective CHST14 causes EDS, musculocontractural type"	"Defective CHST14 causes EDS, musculocontractural type"	"13/379"	"121/7644"	0.107438016528926	2.16690289801348	2.95505520187285	0.00674582922368139	0.0616996575336712	0.0535163345344685	"DCN/BGN/FMOD/PAPSS2/CHST15/SDC1/SDC2/PRELP/DSEL/GPC3/OGN/OMD/LYVE1"	13
"M1"	"Defective CHST3 causes SEDCJD"	"Defective CHST3 causes SEDCJD"	"13/379"	"121/7644"	0.107438016528926	2.16690289801348	2.95505520187285	0.00674582922368139	0.0616996575336712	0.0535163345344685	"DCN/BGN/FMOD/PAPSS2/CHST15/SDC1/SDC2/PRELP/DSEL/GPC3/OGN/OMD/LYVE1"	13
"M1"	"Defective CHST6 causes MCDC1"	"Defective CHST6 causes MCDC1"	"13/379"	"121/7644"	0.107438016528926	2.16690289801348	2.95505520187285	0.00674582922368139	0.0616996575336712	0.0535163345344685	"DCN/BGN/FMOD/PAPSS2/CHST15/SDC1/SDC2/PRELP/DSEL/GPC3/OGN/OMD/LYVE1"	13
"M1"	"Defective CHSY1 causes TPBS"	"Defective CHSY1 causes TPBS"	"13/379"	"121/7644"	0.107438016528926	2.16690289801348	2.95505520187285	0.00674582922368139	0.0616996575336712	0.0535163345344685	"DCN/BGN/FMOD/PAPSS2/CHST15/SDC1/SDC2/PRELP/DSEL/GPC3/OGN/OMD/LYVE1"	13
"M1"	"Defective EXT1 causes exostoses 1, TRPS2 and CHDS"	"Defective EXT1 causes exostoses 1, TRPS2 and CHDS"	"13/379"	"121/7644"	0.107438016528926	2.16690289801348	2.95505520187285	0.00674582922368139	0.0616996575336712	0.0535163345344685	"DCN/BGN/FMOD/PAPSS2/CHST15/SDC1/SDC2/PRELP/DSEL/GPC3/OGN/OMD/LYVE1"	13
"M1"	"Defective EXT2 causes exostoses 2"	"Defective EXT2 causes exostoses 2"	"13/379"	"121/7644"	0.107438016528926	2.16690289801348	2.95505520187285	0.00674582922368139	0.0616996575336712	0.0535163345344685	"DCN/BGN/FMOD/PAPSS2/CHST15/SDC1/SDC2/PRELP/DSEL/GPC3/OGN/OMD/LYVE1"	13
"M1"	"Defective PAPSS2 causes SEMD-PA"	"Defective PAPSS2 causes SEMD-PA"	"13/379"	"121/7644"	0.107438016528926	2.16690289801348	2.95505520187285	0.00674582922368139	0.0616996575336712	0.0535163345344685	"DCN/BGN/FMOD/PAPSS2/CHST15/SDC1/SDC2/PRELP/DSEL/GPC3/OGN/OMD/LYVE1"	13
"M1"	"Defective SLC26A2 causes chondrodysplasias"	"Defective SLC26A2 causes chondrodysplasias"	"13/379"	"121/7644"	0.107438016528926	2.16690289801348	2.95505520187285	0.00674582922368139	0.0616996575336712	0.0535163345344685	"DCN/BGN/FMOD/PAPSS2/CHST15/SDC1/SDC2/PRELP/DSEL/GPC3/OGN/OMD/LYVE1"	13
"M1"	"Diseases associated with glycosaminoglycan metabolism"	"Diseases associated with glycosaminoglycan metabolism"	"13/379"	"121/7644"	0.107438016528926	2.16690289801348	2.95505520187285	0.00674582922368139	0.0616996575336712	0.0535163345344685	"DCN/BGN/FMOD/PAPSS2/CHST15/SDC1/SDC2/PRELP/DSEL/GPC3/OGN/OMD/LYVE1"	13
"M1"	"Glycosaminoglycan metabolism"	"Glycosaminoglycan metabolism"	"13/379"	"121/7644"	0.107438016528926	2.16690289801348	2.95505520187285	0.00674582922368139	0.0616996575336712	0.0535163345344685	"DCN/BGN/FMOD/PAPSS2/CHST15/SDC1/SDC2/PRELP/DSEL/GPC3/OGN/OMD/LYVE1"	13
"M1"	"MPS I - Hurler syndrome"	"MPS I - Hurler syndrome"	"13/379"	"121/7644"	0.107438016528926	2.16690289801348	2.95505520187285	0.00674582922368139	0.0616996575336712	0.0535163345344685	"DCN/BGN/FMOD/PAPSS2/CHST15/SDC1/SDC2/PRELP/DSEL/GPC3/OGN/OMD/LYVE1"	13
"M1"	"MPS II - Hunter syndrome"	"MPS II - Hunter syndrome"	"13/379"	"121/7644"	0.107438016528926	2.16690289801348	2.95505520187285	0.00674582922368139	0.0616996575336712	0.0535163345344685	"DCN/BGN/FMOD/PAPSS2/CHST15/SDC1/SDC2/PRELP/DSEL/GPC3/OGN/OMD/LYVE1"	13
"M1"	"MPS IIIA - Sanfilippo syndrome A"	"MPS IIIA - Sanfilippo syndrome A"	"13/379"	"121/7644"	0.107438016528926	2.16690289801348	2.95505520187285	0.00674582922368139	0.0616996575336712	0.0535163345344685	"DCN/BGN/FMOD/PAPSS2/CHST15/SDC1/SDC2/PRELP/DSEL/GPC3/OGN/OMD/LYVE1"	13
"M1"	"MPS IIIB - Sanfilippo syndrome B"	"MPS IIIB - Sanfilippo syndrome B"	"13/379"	"121/7644"	0.107438016528926	2.16690289801348	2.95505520187285	0.00674582922368139	0.0616996575336712	0.0535163345344685	"DCN/BGN/FMOD/PAPSS2/CHST15/SDC1/SDC2/PRELP/DSEL/GPC3/OGN/OMD/LYVE1"	13
"M1"	"MPS IIIC - Sanfilippo syndrome C"	"MPS IIIC - Sanfilippo syndrome C"	"13/379"	"121/7644"	0.107438016528926	2.16690289801348	2.95505520187285	0.00674582922368139	0.0616996575336712	0.0535163345344685	"DCN/BGN/FMOD/PAPSS2/CHST15/SDC1/SDC2/PRELP/DSEL/GPC3/OGN/OMD/LYVE1"	13
